"","Coauthor","Paper","Journal","AuthorID","PaperID"
"7376","DFWong","On Retiming for FPGA Logic Module Minimization ","ICCD International Conference Computer Design",420,7376
"7377","AshihDMehta;DFWong;LawrenceTPileggi;NoelMenezes","Clustering and Load Balancing for Buffered Clock Tree Synthesis ","ICCD International Conference Computer Design",420,7377
"7378","DFWong","A Graph Theoretic Approach to Feed-Through Pin Assignment ","ISCAS IEEE International Symposium Circuits and Systems",420,7378
"7379","DFWong;Ting-ChiWang","A Graph Partitioning Problem for Multiple-chip Design ","ISCAS IEEE International Symposium Circuits and Systems",420,7379
"7380","DFWong","On optimal approximation of orthogonal polygons ","ISCAS IEEE International Symposium Circuits and Systems",420,7380
"7381","Chung-PingChen;DFWong","Optimal Wire-Sizing Formular Under the Elmore Delay Model ","DAC Design Automation Conference",420,7381
"7382","","","",421,7382
"7383","GWChang;YCChen"," Colorimetric Modeling for Vision System "," Journal of Electronic Imaging",421,7383
"7384","YJChang;YCChen"," Development of a Video Realistic Virtual Conferencing System, ","Proceedings of International Symposium Communications",421,7384
"7385","YJChang;CCChen;JCChou;YCChen"," Development of a Multi-User Virtual Conference System Using a Layered Audio-Visual Integration "," Proc of Workshop Internet Distributed Systems",421,7385
"7386","GWChang;YCChen;KLHuang"," Adaptive Color Controller for Image Scanning and Printing Devices, ","Proc of International Conference Image Processing",421,7386
"7387","YJChang;YCChen"," Facial Model Adaptation from a Monocular Image Sequence using a Textured Polygonal Model, ","Signal Processing Image Communication",421,7387
"7388","SChang;YCChen"," Vibration Control of Industrial Robot, ","NSC E Report",421,7388
"7389","YJChang;CCChien;YCChen"," Video Realistic Avatar for Virtual Face-To-Face Conferencing, "," by IEEE International Conference Multimedia and Expo",421,7389
"7390","YJChang;CCChen;JCChou;YCChen"," Virtual Talk: A Model-based Virtual Phone Using a Layered Audio-Visual Integration "," Proc of International Conference Multimedia and Expo",421,7390
"7391","YJChang;CCChen;JCChou;YCChen"," Implementation of a Virtual Chat Room for Multimedia Communications "," Proc of nternational Workshop Multimedia Signal Processing",421,7391
"7392","CMWu;YCChen;KSHsieh"," Ultrasonic Liver Image Classification Through Multiresolution Fractal Features, ","Proc of Workshop Computer Vision Graphics and Image Processing",421,7392
"7393","CMWu;YCChen"," Ultrasonic Liver Tissue Classification Through Fractal Geometry, ","Proc of IPPR Conference Computer Vision Graphics and Image Processing",421,7393
"7394","CMWu;YCChen;KSHsieh"," Image Processing Techniques for the Classification of Liver Images, ","GORDON and BREACH International Series Engineering Technology and Applied Science Volume Medical Imaging Techniques and Application",421,7394
"7395","CMWu;YCChen"," Multi-Theshold Dimension Vector for Texture Analysis and its Application to Liver Tissue Classification, ","Pattern Recognition",421,7395
"7396","JKHwang;YCChen"," Analysis of an Automatic Sinusoidal Detector FFT and Cell- averaging Processor, ","Journal of the Chinese Institute of Engineers",421,7396
"7397","JKHwang;YCChen"," On the Performance of the Alternating Maximum Likelihood Notching Algorithm, ","Proc of IEEE TENCON HongKong",421,7397
"7398","CMWu;WSChou;YCChen;KSHsieh"," -stage Liver Tissue Classification Through Fractal Geometry, ","Journal of the Chinese Institute of Engineers",421,7398
"7399","CMWu;YCChen"," Statistical Feature Matrix for Texture Analysis, ","Graphical Models and Image Processing CVGIP Graphical Model and Image Processing",421,7399
"7400","JKHwang;YCChen"," Real_Time Computation of the Maximum Likelihood Criterion for Some Superimposed Signals Problems, ","Electronics Letters",421,7400
"7401","CMWu;YCChen;KSHsieh"," Texture Features for Classification of Ultrasonic Liver Image, ","IEEE Trans Medical Imaging",421,7401
"7402","JKHwang;YCChen"," Superresolution Frequency Estimation by Alternating Notch- Periodogram, ","IEEE Trans Signal Processing",421,7402
"7403","YCChen","VLSI Circuit Design for High-Speed Motion Estimator,"," ITRI CCL Constraints Computational Logics Project Report",421,7403
"7404","TFYang;JKHwang;YCChen"," -D DOA Estimation by Polynomial Approach, ","International Symposium Communications ISCOM",421,7404
"7405","YCChenJ-FKiang;LGShi"," Ka-Band Channel Simulation on LEO Satellite "," by IEEE Transactions Antennas and Propagation",421,7405
"7406","CMChen;YCChen;HHShen"," VLSI Architecture Design of a High-Speed Motion Estimator for HDTV Application, ","International Symposium Communications",421,7406
"7407","TFYang;JKHwang;YCChen"," -DOA Estimation by Polynomial Approach, ","International Symposium Communications ISCOM",421,7407
"7408","MFLan;YCChen;YCChuang;EHsi"," From DCT-based to Wavelet-based Video Transcoding Algorithm and Architecture Design, ","Proceedings of",421,7408
"7409","YCChen;CMChen"," VLSI Architecture for High-Speed Motion Estimator Using the Hierachical Block Matching Algorithm, "," IPPR Conference Computer Vision Graphics and Image Processing",421,7409
"7410","YRYang;YCChen"," MPEG-based Coding Algorithm for DTV, ","Signal Processing of HDTV Elsevier Science Publishers",421,7410
"7411","WLLee;YCChen;KSHsieh"," Ultrasonic Liver Tissues Classification by Fractal Feature Vector Based on M-Band Wavelet Transform, ","Proceedings of",421,7411
"7412","YCChen;CHChou"," VLSI Architecture in Real-time Interframe Coding for HDTV Applications, ","Signal Processing of HDTV III Elsevier Science Publishers",421,7412
"7413","WLLee;YCChen;KSHsieh"," Robust Calculation of Fractal Dimension of Images and its Applications to Classiflication of Ultrasonic Liver Images and Texture Images, ","Proceedings of IEEE International Symposium Circuits and Systems",421,7413
"7414","YCChen;HHShen"," VLSI Architectures for High-Speed Motion Estimator, ","Signal Processing of HDTV IV Elsevier Science Publishers",421,7414
"7415","FCLeou;YCChen"," A Contour-based Image Coding Technique its Texture Information Reconstructed by Polyline Representation, ","Signal Processing",421,7415
"7416","YCChen;HHShen"," VLSI Architectures for High Speed Motion Estimator, ","Proceedings of International Workshop HDTV Kawasaki",421,7416
"7417","FJLeou;YCChen"," Encoding of Arbitrary Curves Based on the Segmentation of Chain Code Sequence, ","Proc of Telecommunication Symposium",421,7417
"7418","YCChen;CHChou"," VLSI Architectures in Real-time Interframe Coding for HDTV Applications, "," IEEE Workshop Visual Signal Processing and Communications revised form also by the Fourth International Wokrshop HDTV and beyond",421,7418
"7419","Chih-ChungChen;Jen-ChungChou;Yao-JenChang","Virtual Talk: A Model-Based Virtual Phone using a Layered Audio-Visual Integration ","IEEE International Conference Multimedia and Expo I",421,7419
"7420","HLPangAndYCChen"," Liver Tissue Classification by Artificial Neural networks, ","Pattern Recognition Letters",421,7420
"7421","YCChen","Lapped Orthogonal Transform based Video Coding Algorithm,"," ITRI CCL Constraints Computational Logics Project Report",421,7421
"7422","WSChoJWYU;WNLie;YCChen"," Mechanical Drawing Recognition System for CNC Flame Cutting, ","Proc of The Workshop Computer Vision Graphics and Image Processing",421,7422
"7423","YCLi;THWu;YCChen"," A Hybrid Video Coder Based on Lapped Orthogonal Transform and Scene Adaptive Quantizer, ","Proc of HDTV B B",421,7423
"7424","YCLi;THWu;YCChen"," A Hybrid Model-based Image Coding System for Very Low Bit Rate Coding "," IEEE Journal Selected Areas Communications",421,7424
"7425","YCLi;YCHuang;YCChen"," Lipreading from the Video Sequence, "," IPPR Conference Computer Vision Graphics and Image Processing",421,7425
"7426","YCLi;YCHuang;YCChen"," Lip Synchronization for the Talking Head Sequences, ","Proc of HD Media Technology and Applications Workshop",421,7426
"7427","YCChen;CWYang;CFChen"," Ultrasonic Imaging System for -D Object Recognition, ","IECON Proceedings of SPIE The International Society for Optical Engineering Volume",421,7427
"7428","WLLi;YCChen;KSHsieh"," Ultrasonic Liver Tissues Classification by Fractal Feature Vector based on M-band Wavelet Transform, ","revised for IEEE Trans Medical Imaging",421,7428
"7429","YCChen;CHLi"," Layered Subband Video Coding Using Diamond Shaped Filters, ","Signal Processing of HDTV V Elsevier Science Publishers",421,7429
"7430","YCLi;YJChang;YCChen"," An Automatic Face Modeling Algorithm from the Image Sequence "," Proc of Joint Workshop The Latest Development of Telecommunication Research TJCOM",421,7430
"7431","YCChen;TILiu"," Microcomputer Aided Automatic Programming if Tooling System, "," st Nat Conf Mech Eng CSME",421,7431
"7432","YCLi;YCChen"," A Scene Adaptive Hybrid Video Coding Scheme Based on the LOT "," IEEE Trans Circuits and Systems for Video Technology",421,7432
"7433","YCChen;CFChen"," A Microprocessor-implenented Electronic Balabce Feedback Control Loop "," Proc of the National Symposium of Automatic Contril",421,7433
"7434","YCLi;YCChen"," Estimating the Facial Motion Parameters form Image Sequence for Model-Based Video Coding, ","Proc of HDTV A A",421,7434
"7435","WWNLie;YCChen","Model-Based -D Polyhedra Recognition and Positioning Using Image Guided Range Sensing,"," Proc of ICS International Conference Supercomputing",421,7435
"7436","TJLiao;YCChen"," Face-Assisted Video Transcoding for Multipoint Video Conferencing "," Proc of Consumer Electronics",421,7436
"7437","CWChen;TSHwang;YCChen"," Model Based Estimation of Left Ventricle Motion, ","IEEE ICASSP Toronto",421,7437
"7438","CMLiaw;YCChen"," Design and Implementation for an Adaptive Controller for Current fed Induction Motor, ","IEEE Transcations Industrial Electronics",421,7438
"7439","YCChen","Image Matching Shift, Rotation and Scaling Invariance,"," NSC Report",421,7439
"7440","YCChen","Image Analysis and Segmentation Using Texture Characteristics,"," NSC E Report",421,7440
"7441","YCChen;CHChou;LKLiu"," A Moment Preserving Coding for Grayscale Image using Quadtree, ","Proc of Telecommunication Symposium",421,7441
"7442","YCChen;CHChou;LKLiu"," A Mathematical Model for Quadtree Coding and Binary Images, ","NCS",421,7442
"7443","CWLiaw;YCChen"," An Adaptive Controller for Currentfed Induction Motor, ","IEEE Transcations Aerospace and Electronics System AES",421,7443
"7444","CMLiaw;CTPan;YCChen"," An Adaptive Speed Regulator for Current Source Induction Motor Drive, ","Proc of National Symposium Automatic Control",421,7444
"7445","CMLiaw;YCChen"," Reduction of Transfer Functions Using the Dispersion Analysis and the Continued-fraction Method, ","International Journal of System Science INT J SYSTEM SCI Scalable Coherent Interface",421,7445
"7446","CJLie;YCChen"," Knowledge-Based Syntactic Analysis of ECG Waveform, ","Identification and Pattern Recognition RAI IPAR",421,7446
"7447","YCChen","A Waveform/Model-based Image Codec for Very Low Bit Rate Coding,"," ITRI CCL Constraints Computational Logics Project Report",421,7447
"7448","WNLie;YCChen"," Line Drawing Extraction of Pllyhedrons using Polarized Hough Transform, ","Proc of ICON",421,7448
"7449","YCChen;CHChou"," An Algorithm and Hardware Architectur for Real-time -D Image Convolution, ","ICS International Conference Supercomputing",421,7449
"7450","WNLie;YCChen"," Model-based Recognition and Positioning of Polyhedra Using Intensity-guided Range Sensing and Interpretation in -dimensional Space, ","Pattern Recognition",421,7450
"7451","YCChen;ThGast"," On-line Measurement in Production Engineering, ","International Symposium Remote Sensing and Precision Measurement",421,7451
"7452","WNLie;YCChen"," Moving Object Detection, Inspection and Counting Using Image Stripe Analysis, ","Pattern Recognition Letters",421,7452
"7453","YCChen;CFChen"," An Enviroment-Recoginition Method for Robot Guidance, ","Twelfth Annual IEEE Industrial Electronics Society Conference pp",421,7453
"7454","WNLie;YCChen"," Integrating Intensity and Range Sensing to Construct -D Polyhedra Representations, ","CVGIP Graphical Model and Image Processing published book Progress Computer Vision and Image Understanding ed by Azriel Rosenfeld and published by Academic Press",421,7454
"7455","YCChen"," New Algorithm of Interpolation for a Computer Numerical Control System, ","Journal of the Chinese Institute of Engineers",421,7455
"7456","WNLie;YCChen"," Robust Line Drawing Extraction of Polyhedra Using Weighted Polarized Hough Transform, ","Pattern Recognition",421,7456
"7457","CFChen;WSChou;YCChen"," A New Mark-based Method for Camera Calibration, ","Proc of IPPR Conference Computer Vision Graphics and Image Processing",421,7457
"7458","CWLin;YCChen;MTSun"," Dynamic region of interest transcoding for multipoint video conferencing, ","Proceedings of Int Computer Symp Workshop Computer Networks Internet and Multimedia",421,7458
"7459","YCChen;HLWang","A New Method for the Parameter Estimation of Linear System,"," Proc of the National Symposium Automatic Control",421,7459
"7460","YCChen"," Untersuchung ueber das Fehlerverhalten bei Integration und den RUNGE KUTTA_Verfahren -ter und -ter Ordnung unter Verwendung des Simulations programs CSMP, ","Allgemeine Elektrotechnik und Datenverarbeitungs systeme",421,7460
"7461","YCChen"," Application of Microprocessor in Signal Analysis, ","ERSO ITRI Report",421,7461
"7462","YCChen","Applications of Modern System Theory in Measurement Engineering,"," Proc of the First International Symposium Policy Analysis and Information System",421,7462
"7463","CDChen;CHChou;YCChen"," Systolic Array Architecture for Motion Estimation in Image Sequence Coding, ","Visual Communication and Image Processing",421,7463
"7464","YCChen"," The -D Convolution Subject to Data Spreading Algorithm, ","NSC E Report",421,7464
"7465","YCChen;CCLin"," The Design of an Automated Guidance Vehicle, ","Proceedings of the National Symposium Automatic Control",421,7465
"7466","CFChen;WSChou;YCChen"," The Mark-Based Approaches for Motion Estimation from -D Point Sets, ","Journal of the Chinese Institute of Engineers",421,7466
"7467","YCChen;CCLin"," The Speed Control of the Three Phase Induction on Automatic Control, , - ","",421,7467
"7468","YCChen"," The Structure of a Programmable Digital Filter, ","Proceedings of the symposium Electromagnetic Waves and Communications National Univ",421,7468
"7469","YCChen;TILiu"," Automatic Programming of Tools Graphic Input, "," st Nat Conf Mech Eng CSME",421,7469
"7470","JSChen;WNLie;YCChen"," Automatic Thresholding for Edge Detection Based on Human Visual Perception, "," ICS International Conference Supercomputing",421,7470
