"Coauthor","Paper","Journal","AuthorID","PaperID"
"Sang-MinPark;Jae-HaLee;Kyung-YongChwa","Characterization of Rooms Searchable by Two Guards","Proc of th International Symposium Algorithm and Computation ISAAC International Symposium Algorithms and Computation Taipei Lecture Notes Computer Science Pages Invited to IJCGA International Journal of Computational Geometry and Applications","7","1255"
"Sang-MinPark;Jae-HaLee;Kyung-YongChwa","A characterization of the class of polygons searchable by a -searcher","Technical Report KAIST CS TR","7","1256"
"Chong-DaePark;Kyung-YongChwa","Carrying Umbrellas: An Online Relocation Problem on Graphs ","ISAAC International Symposium Algorithms and Computation","7","1257"
"Sang-MinPark;Jae-HaLee;Kyung-YongChwa","Visibility-based pursuit-evasion in a polygonal region by a searcher","Technical Report KAIST CS TR","7","1258"
"Chan-SuShin;Kyung-YongChwa","Directed Hamiltonian Packing in i","d</i","7","1259"
"MeshesandItsApplicationExtendedAbstract","ISAAC International Symposium Algorithms and Computation","","-Dimensional Meshes and Its Application Extended Abstract <","1260"
"Chan-SuShin;Jae-HoonKim;Kyung-YongChwa;SungYongShin","New Competitive Strategies for Searching in Unknown Star-Shaped Polygons ","Symposium Computational Geometry","7","1261"
"HaeChullLim;SungWanKim","Indexing and Retrieval of XML-Encoded Structured Documents in Dynamic Environment ","EDCIS Engineering and Deployment of Cooperative Information Systems","80","1262"
"HaeChullLim;PanSeopShin;SungWanKim;YounHeeKim","A Data Model and Algebra for Document-Centric XML Document ","ICOIN International Conference Information Networking","80","1263"
"HaeChullLim;SungWanKim","Fast Updatable Indexing Scheme for Structured XML Documents ","Human Society Internet","80","1264"
"HyeKyungKim","Characteristic polynomials of graphs having a semifree action ","Linear Algebra Appl C","81","1265"
"JinHwanKim","Genus distributions for bouquets of dipoles ","J Korean Math Soc C","81","1266"
"JinHoKwak","Characteristic polynomials of some graph bundles II ","Linear and Multilinear Algebra C A A","81","1267"
"JinHoKwak","Counting some finite-fold coverings of a graph ","Graphs Combin C C","81","1268"
"JinHoKwak","Genus polynomials of dipoles ","Kyungpook Math J C C","81","1269"
"JinHoKwak","Enumeration of connected graph coverings ","J Graph Theory C C C E","81","1270"
"JinHoKwak","Enumeration of graph embeddings ","Discrete Math C C","81","1271"
"JinHoKwak;Jang-HoChun","Enumeration of regular graph coverings having finite abelian covering transformation groups ","SIAM Society for Industrial and Applied Mathematics J Discrete Math C C B K M","81","1272"
"JinHoKwak","On regular pq-fold coverings of a graph ","Kyungpook Math J C C M M","81","1273"
"JinHoKwak","Isomorphism classes of bipartite cycle permutation graphs ","Ars Combin C C","81","1274"
"YokohamaMathJ-C","Enumeration of graph coverings ","","81","1275"
"DanArchdeacon;JinHoKwak;MooYoungSohn","Bipartite covering graphs ","Discrete Math C C","81","1276"
"DanArchdeacon;MooYoungSohn","Line graphs of covering graphs are covering graphs ","Bull Korean Math Soc C C","81","1277"
"YounkiChae;JinHoKwak","Characteristic polynomials of some graph bundles ","J Korean Math Soc C","81","1278"
"Jang-HoChun;JinHoKwak","Enumeration of Regular Graph Coverings Having Finite Abelian Covering Transformation Groups ","SIAM Society for Industrial and Applied Mathematics J Discrete Math","81","1279"
"RongquanFeng;JinHoKwak;JuyoungKim","Isomorphism classes of concrete graph coverings ","SIAM Society for Industrial and Applied Mathematics J Discrete Math C C M","81","1280"
"SungpyoHong;JinHoKwak","Bipartite graph bundles with connected fibres ","Bull Austral Math Soc C C C","81","1281"
"SungpyoHong;JinHoKwak","Regular graph coverings whose covering transformation groups have the isomorphism extension property ","Discrete Math C C","81","1282"
"KyungKimHye;YoungSohnMoo","A Note on Graphs with Large Girth, Small Minus Domination Number ","Discrete Applied Mathematics","81","1283"
"JinHoKwak;JuyoungKim;RongquanFeng","Isomorphism Classes of Concrete Graph Coverings ","SIAM Society for Industrial and Applied Mathematics J Discrete Math","81","1284"
"JinHoKwak","Isomorphism classes of cycle permutation graphs ","Discrete Math C C C","81","1285"
"JinHoKwak","Isomorphism classes of graph bundles ","Canad J Math C C Q","81","1286"
"JinHoKwak;MooYoungSohn","Isoperimetric numbers of graph bundles ","Graphs Combin C","81","1287"
"JinHoKwak;SungpyoHong;MooYoungSohn","Isoperimetric numbers and bisection widths of double coverings of a complete graph ","Ars Combin C","81","1288"
"MooYoungSohn","Characteristic polynomials of complement of graph bundles and their applications ","Linear and Multilinear Algebra C","81","1289"
"MooYoungSohn","Characteristic polynomials of some weighted graph bundles and its application to links ","Internat J Math Math Sci C C M","81","1290"
"MooYoungSohn","On permutation graphs over a graph ","Commun Korean Math Soc C C","81","1291"
"MooYoungSohn;HyeKyungKim","A note on graphs with large girth and small minus domination number ","Discrete Appl Math C","81","1292"
"SKCha;JHPark;SSHSong;BDPark;JSLee;SYPark;GBKim","Object-Oriented Design of Main-Memory DBMS for Real-Time Applications,","Proceedings of Int l Workshop Real Time Computing Systems and Applications","82","1293"
"SangKCha;KihongKim;JuchangLee;SanghoLee;JangHoPark","Main-Memory Database for Location Management in Telecommunication,","Proceedings of Workshop Databases Telecommunications","82","1294"
"SKCha;JHPark;SBDPark;JSLee","An Extensible Architecture for Main-Memory Real-Time Storage Systems,","Proceedings of rd Int l Workshop Real Time Computing Systems and Applications","82","1295"
"KihongKim;SangKCha","Differential Logging: A Commutative and Associative Logging Scheme for Highly Parallel Main Memory Databases ","ICDE International Conference Data Engineering","82","1296"
"KiHongKim;SangKyunCha","Database Architecture for Location and Trajectory Management in Telecommunications ","Databases Telecommunications","82","1297"
"JangHoPark;KiHongKim;MinSeokSong;SangKyunCha;SanghoLee","A High-Performance Spatial Storage Based on Main-Memory Database Architecture ","DEXA Database and Expert Systems Applications","82","1298"
"JangHoPark;KihongKim;SangKCha;MinSeokSong;SanghoLee;JuchangLee","A High-Performance Spatial Storage System based on Main-Memory Database Architecture,","Proceedings of DEXA Database and Expert Systems Applications Conference","82","1299"
"JHPark;BDPark;SKCha","Xmas: An Extensible Main-Memory Storage System,","Proceedings of th ACM Int l Conference Information and Knowledge Management pages OHP slides presented the conference","82","1300"
"JHPark;SKCha;etal","Xmas: An Extensible Main-Memory Storage System for High-Performance Applications,","Proceedings of ACM SIGMOD International Conference Management of Data pages","82","1301"
"JHPark;SHLee;MSSong;SKCha","An Extensible Main-Memory DBMS Kernel for High-Performance Embedded Applications,","Proceedings of ITC International Test Conference CSCC","82","1302"
"Byung-JuYi","Feedforward Modulation of Dynamic Behaviour in Anthropomorphic Robots via Force Redundancies ","ICRA International Conference Robotics and Automation","83","1303"
"Byung-JuYi;IlHongSuh;KwangSikEom","Design Of A New -DOF Parallel Haptic Device ","ICRA International Conference Robotics and Automation","83","1304"
"Byung-JuYi;IlHongSuh;Sang-RokOh","Optimal Design of a Five-Bar Finger with Redundant Actuation ","ICRA International Conference Robotics and Automation","83","1305"
"Jong-UkChoi;Jong-WeonKim","A New Multi-Layer Copyright Protection by Using Digital Watermarking ","Security and Management","84","1306"
"HanHoLee;JongWeonKim","Multi-Bits Image Watermarking Technique Against Geometrical Attacks ","Security and Management","84","1307"
"HanHoLee;Jong-WeonKim;NamYongLee","The Fingerprinting Algorithm for Digital Image and Video ","Security and Management","84","1308"
"HakyoungChung;KyuCheolPark","Point Stabilization of Mobile Robots via State Space Exact Feedback Linearization ","ICRA International Conference Robotics and Automation","85","1309"
"HyoungJoongKim","A parallel algorithm solving a tridiagonal Toeplitz linear system ","Parallel Computing","85","1310"
"HyoungJ#UniversityofMichigan;combined","","","85","1311"
"ChansookLim;Jo&atilde;oPHespanha;KatiaObraczka;StephanBohacek","TCP-PR: TCP for Persistent Packet Reorderin ","ICDCS International Conference Distributed Computing Systems","86","1312"
"Jo&atilde;oHespanha;KatiaObraczka;StephanBohacek","Hybrid Modeling of TCP Congestion Control ","HSCC","86","1313"
"Jo&atilde;oPHespanha;KatiaObraczka;StephanBohacek","A hybrid systems modeling framework for fast and accurate simulation of data communication networks ","SIGMETRICS Measurement and Modeling of Computer Systems","86","1314"
"JohnCMarshall;ThomasLIsenhour","Application of standard robotic methods to water analysis ","Journal of Chemical Information and Computer Sciences","87","1315"
"JohnCMarshall;ThomasLIsenhour","The blackboard: a strategy for laboratory robotics ","Journal of Chemical Information and Computer Sciences","87","1316"
"JohnCMarshall;ThomasLIsenhour","An expert system for analytical data management ","Journal of Chemical Information and Computer Sciences","87","1317"
"AtulPrakash;HyongSopShim","Data Management Issues and Trade-Offs in CSCW Systems ","IEEE Trans Knowl Data Eng","88","1318"
"AtulPrakash;FarnamJahanian;GRobertMalan;HyongSopShim;PeterKnoop;SushilaSubramanian;TerryEWeymouth","Software Architecture for the UARC Web-Based Collaboratory ","IEEE Internet Computing","88","1319"
"AtulPrakash;GwobawWu;TrentJaeger","Supporting Multi-User, Multi-Applet Workspaces in CBE ","CSCW Conference Computer Supported Cooperative Work","88","1320"
"PaulBKantor","The Maximum Entropy Principle in Information Retrieval ","SIGIR Research and Development Information Retrieval","89","1321"
"PaulBKantor","A study of probabilistic information retrieval systems in the case of inconsistent expert judgments ","JASIS Journal of the American Society of Information Science","89","1322"
"PaulBKantor","Testing the Maximum Entropy Principle for Information Retrieval ","JASIS Journal of the American Society of Information Science","89","1323"
"","Tools for inventing organizations: Toward a handbook of organizational processes ","T W Malone K Crowston and B Pentland","8","1324"
"","Goal-based Process Analysis,","Proc ACM Conference Organizational Computing Computer Animation","8","1325"
""," Goal-based Process Analysis, ","Proc ACM Conference Organizational Computing Computer Animation","8","1326"
"","Virtual Environments","Report Engineering Research Trend Study Abroad Information Superhighway Korean American Scientists and Engineering Association","8","1327"
"","Goal-based process analysis: a method for systematic process redesign ","COOCS","8","1328"
"ThomasWMalone","Partially Shared Views: A Scheme for Communicating among Groups that Use Different Type Hierarchies ","ACM Trans Inf Syst","8","1329"
"","Importance of incrementality in rationale management ","Proc Requirement Engineering San Diego Computer Animation","8","1330"
""," Importance of incrementality in rationale management ","Proc Requirement Engineering San Diego Computer Animation","8","1331"
"TWMalone;KCrowston;BPentland","Tools for inventing organizations: Toward a handbook of organizational processes"," for publication Management Science","8","1332"
""," Extending the Potts and Bruns Model for Recording Design Rationale ","Proceedings of the th International Conference Software Engineering","8","1333"
"LMarinos;MPapazoglou","Using a Unifying Mediator in an Environment of Distributed Heterogeneous Databases","Proceedings of the Twenty Fourth Annual International Conference System Sciences Kauai","8","1334"
""," An Incremental Approach to Design Rationale Management ","Proceedings of the AAAI National Conference Artificial Intelligence workshop Design Rationale Capture and Use","8","1335"
"CStricker","Reengineering a Software Review Process with the FPA Function-based Process Analysis Method"," Austrailian J Information Technology","8","1336"
"","An end-user perspective on file-sharing systems ","Commun ACM","8","1337"
"GeorgeMWyner","Defining specialization for dataflow diagrams ","Inf Syst","8","1338"
""," A Rationale Management System in Concurrent Engineering ","Proceedings of the Enabling Technology for Concurrent Engineering Workshop Concurrent Engineering Center Univ of West","8","1339"
""," SIBYL: a tool for managing group decision rationales ","Proc Computer Supported Cooperative Work Computer Animation","8","1340"
"","SIBYL: A Tool for Managing Group Design Rationale ","CSCW Conference Computer Supported Cooperative Work","8","1341"
""," Summary Report of the AAAI' Workshop on Design Rationale ","Concurrent Engineering Review Concurrent Engineering Research Center W V electronic version also published Concurrent Engineering Digest Issue Number","8","1342"
"","Extending the Potts and Bruns Model for Recording Design Rationale","Proceedings of the th International Conference Software Engineering","8","1343"
""," Using a Unifying Mediator in an Environment of Distributed Heterogeneous Databases Marinos, L , Papazoglou, M , & J Lee","Proceedings of the Twenty Fourth Annual International Conference System Sciences Kauai","8","1344"
"K-YLai","What's in Design Rationale?","Human Computer Interaction special issue design rationale","8","1345"
""," Using a process handbook to design organizational processes , C Dellarocas, J Lee, T W Malone, K Crowston, and B Pentland ","Proc of AAAI National Conference Artificial Intelligence Symposium Computational Organization Design Computer Animation","8","1346"
"","An Incremental Approach to Design Rationale Management","Proceedings of the AAAI National Conference Artificial Intelligence workshop Design Rationale Capture and Use","8","1347"
"","The Workshop on Design Rationale Capture and Use ","AI Artificial Intelligence Magazine","8","1348"
"YounghwaLee;ZoonkyLee","Integrating Software Lifecycle Process Standards with Security Engineering ","Computers amp Security","8","1349"
